student_id,ip_out_online_friend,ip_in_online_friend,ip_out_online_enemy,ip_in_online_enemy,ip_out_offline_friend,ip_in_offline_friend,ip_out_offline_enemy,ip_in_offline_enemy,ip_out_friend_total,ip_out_enemy_total,ip_in_friend_total,ip_in_enemy_total,ip_sent_like_ratio,ip_received_like_ratio,ip_sent_net,ip_received_net,ip_out_friend_online_minus_offline,ip_out_enemy_online_minus_offline,ip_in_friend_online_minus_offline,ip_in_enemy_online_minus_offline,ip_class_size,ip_class_size_minus1,ip_out_online_friend_rate_class,ip_in_online_friend_rate_class,ip_out_online_enemy_rate_class,ip_in_online_enemy_rate_class,ip_out_offline_friend_rate_class,ip_in_offline_friend_rate_class,ip_out_offline_enemy_rate_class,ip_in_offline_enemy_rate_class,ip_out_friend_total_rate_class,ip_out_enemy_total_rate_class,ip_in_friend_total_rate_class,ip_in_enemy_total_rate_class,ip_out_friend_online_minus_offline_rate_class,ip_out_enemy_online_minus_offline_rate_class,ip_in_friend_online_minus_offline_rate_class,ip_in_enemy_online_minus_offline_rate_class,ip_reciprocal_friend_count,ip_reciprocal_enemy_count,ip_liked_by_me_but_enemy_to_me_count,ip_enemy_by_me_but_likes_me_count,ip_same_target_friend_and_enemy_count,ip_reciprocal_friend_count_rate_class,ip_reciprocal_enemy_count_rate_class,ip_liked_by_me_but_enemy_to_me_count_rate_class,ip_enemy_by_me_but_likes_me_count_rate_class,ip_same_target_friend_and_enemy_count_rate_class
s112104319035,4.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,7.0,4.0,3.0,1.0,0.6363636363057851,0.7499999998125,3.0,2.0,1.0,0.0,-1.0,-1.0,23.0,22.0,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.0,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,-0.045454545454545456,-0.045454545454545456,1.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
s112104319036,4.0,7.0,2.0,0.0,4.0,7.0,2.0,1.0,8.0,4.0,14.0,1.0,0.6666666666111111,0.9333333332711111,4.0,13.0,0.0,0.0,0.0,-1.0,23.0,22.0,0.18181818181818182,0.3181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.3181818181818182,0.09090909090909091,0.045454545454545456,0.36363636363636365,0.18181818181818182,0.6363636363636364,0.045454545454545456,0.0,0.0,0.0,-0.045454545454545456,4.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0
s112104319037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-1.0,23.0,22.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,-0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s112104319039,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,2.0,23.0,22.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s112104319040,3.0,1.0,5.0,1.0,4.0,1.0,5.0,0.0,7.0,10.0,2.0,1.0,0.41176470585813146,0.6666666664444444,-3.0,1.0,-1.0,0.0,0.0,1.0,23.0,22.0,0.13636363636363635,0.045454545454545456,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.22727272727272727,0.0,0.3181818181818182,0.45454545454545453,0.09090909090909091,0.045454545454545456,-0.045454545454545456,0.0,0.0,0.045454545454545456,1.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
s112104319042,4.0,3.0,5.0,0.0,4.0,3.0,5.0,1.0,8.0,10.0,6.0,1.0,0.44444444441975306,0.8571428570204082,-2.0,5.0,0.0,0.0,0.0,-1.0,23.0,22.0,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.0,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.045454545454545456,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.045454545454545456,0.0,0.0,0.0,-0.045454545454545456,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319043,4.0,8.0,5.0,0.0,4.0,5.0,5.0,0.0,8.0,10.0,13.0,0.0,0.44444444441975306,0.9999999999230769,-2.0,13.0,0.0,0.0,3.0,0.0,23.0,22.0,0.18181818181818182,0.36363636363636365,0.22727272727272727,0.0,0.18181818181818182,0.22727272727272727,0.22727272727272727,0.0,0.36363636363636365,0.45454545454545453,0.5909090909090909,0.0,0.0,0.0,0.13636363636363635,0.0,4.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0.0
s112104319044,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,7.0,6.0,6.0,4.0,0.5384615384201183,0.59999999994,1.0,2.0,-1.0,0.0,0.0,0.0,23.0,22.0,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.3181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,-0.045454545454545456,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.13636363636363635,0.0,0.0,0.0,0.045454545454545456
s112104319045,4.0,7.0,1.0,2.0,4.0,5.0,1.0,1.0,8.0,2.0,12.0,3.0,0.79999999992,0.7999999999466667,6.0,9.0,0.0,0.0,2.0,1.0,23.0,22.0,0.18181818181818182,0.3181818181818182,0.045454545454545456,0.09090909090909091,0.18181818181818182,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.13636363636363635,0.0,0.0,0.09090909090909091,0.045454545454545456,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319047,4.0,5.0,1.0,0.0,4.0,5.0,1.0,0.0,8.0,2.0,10.0,0.0,0.79999999992,0.9999999999,6.0,10.0,0.0,0.0,0.0,0.0,23.0,22.0,0.18181818181818182,0.22727272727272727,0.045454545454545456,0.0,0.18181818181818182,0.22727272727272727,0.045454545454545456,0.0,0.36363636363636365,0.09090909090909091,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319048,3.0,3.0,1.0,0.0,3.0,4.0,1.0,0.0,6.0,2.0,7.0,0.0,0.74999999990625,0.9999999998571428,4.0,7.0,0.0,0.0,-1.0,0.0,23.0,22.0,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.0,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.0,0.2727272727272727,0.09090909090909091,0.3181818181818182,0.0,0.0,0.0,-0.045454545454545456,0.0,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319049,3.0,2.0,5.0,0.0,3.0,3.0,4.0,0.0,6.0,9.0,5.0,0.0,0.39999999997333335,0.9999999998,-3.0,5.0,0.0,1.0,-1.0,0.0,23.0,22.0,0.13636363636363635,0.09090909090909091,0.22727272727272727,0.0,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.0,0.2727272727272727,0.4090909090909091,0.22727272727272727,0.0,0.0,0.045454545454545456,-0.045454545454545456,0.0,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319050,3.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,6.0,8.0,7.0,2.0,0.4285714285408163,0.777777777691358,-2.0,5.0,0.0,0.0,-1.0,0.0,23.0,22.0,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.2727272727272727,0.36363636363636365,0.3181818181818182,0.09090909090909091,0.0,0.0,-0.045454545454545456,0.0,3.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
s112104319055,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,8.0,6.0,6.0,4.0,0.571428571387755,0.59999999994,2.0,2.0,0.0,-2.0,0.0,0.0,18.0,17.0,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.11764705882352941,0.47058823529411764,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.0,-0.11764705882352941,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.0
s112104319056,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,6.0,3.0,4.0,0.49999999995833333,0.4285714285102041,0.0,-1.0,0.0,0.0,-1.0,0.0,18.0,17.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.23529411764705882,0.0,0.0,-0.058823529411764705,0.0,1.0,0.0,1.0,1.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0
s112104319057,4.0,1.0,0.0,2.0,4.0,3.0,0.0,2.0,8.0,0.0,4.0,4.0,0.999999999875,0.4999999999375,8.0,0.0,0.0,0.0,-2.0,0.0,18.0,17.0,0.23529411764705882,0.058823529411764705,0.0,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.0,0.11764705882352941,0.47058823529411764,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,-0.11764705882352941,0.0,3.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
s112104319058,2.0,5.0,1.0,0.0,4.0,4.0,1.0,1.0,6.0,2.0,9.0,1.0,0.74999999990625,0.89999999991,4.0,8.0,-2.0,0.0,1.0,-1.0,18.0,17.0,0.11764705882352941,0.29411764705882354,0.058823529411764705,0.0,0.23529411764705882,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.5294117647058824,0.058823529411764705,-0.11764705882352941,0.0,0.058823529411764705,-0.058823529411764705,3.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
s112104319059,2.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,11.0,0.0,0.99999999975,0.9999999999090909,4.0,11.0,0.0,0.0,1.0,0.0,18.0,17.0,0.11764705882352941,0.35294117647058826,0.0,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,0.23529411764705882,0.0,0.6470588235294118,0.0,0.0,0.0,0.058823529411764705,0.0,2.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0
s112104319061,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,7.0,0.0,0.999999999875,0.9999999998571428,8.0,7.0,0.0,0.0,-1.0,0.0,18.0,17.0,0.23529411764705882,0.17647058823529413,0.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.0,0.47058823529411764,0.0,0.4117647058823529,0.0,0.0,0.0,-0.058823529411764705,0.0,3.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
s112104319063,3.0,5.0,0.0,0.0,3.0,6.0,0.0,1.0,6.0,0.0,11.0,1.0,0.9999999998333333,0.9166666665902777,6.0,10.0,0.0,0.0,-1.0,-1.0,18.0,17.0,0.17647058823529413,0.29411764705882354,0.0,0.0,0.17647058823529413,0.35294117647058826,0.0,0.058823529411764705,0.35294117647058826,0.0,0.6470588235294118,0.058823529411764705,0.0,0.0,-0.058823529411764705,-0.058823529411764705,3.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
s112104319064,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,2.0,3.0,0.9999999998,0.39999999992,5.0,-1.0,3.0,0.0,0.0,-1.0,18.0,17.0,0.23529411764705882,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.29411764705882354,0.0,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.0,0.0,-0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
s112104319065,3.0,2.0,3.0,0.0,3.0,3.0,3.0,0.0,6.0,6.0,5.0,0.0,0.49999999995833333,0.9999999998,0.0,5.0,0.0,0.0,-1.0,0.0,18.0,17.0,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.0,0.0,0.0,-0.058823529411764705,0.0,2.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0
s112104319066,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,0.9999999995,0.59999999988,2.0,1.0,2.0,0.0,-1.0,0.0,18.0,17.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,-0.058823529411764705,0.0,2.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0
s112104319067,1.0,0.0,4.0,0.0,1.0,1.0,5.0,0.0,2.0,9.0,1.0,0.0,0.18181818180165288,0.9999999989999999,-7.0,1.0,0.0,-1.0,-1.0,0.0,18.0,17.0,0.058823529411764705,0.0,0.23529411764705882,0.0,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.0,0.11764705882352941,0.5294117647058824,0.058823529411764705,0.0,0.0,-0.058823529411764705,-0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
s112104319069,4.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,8.0,0.0,12.0,0.0,0.999999999875,0.9999999999166667,8.0,12.0,0.0,0.0,0.0,0.0,18.0,17.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.47058823529411764,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0
s112104319071,3.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,7.0,2.0,0.5555555554938272,0.777777777691358,1.0,5.0,1.0,0.0,5.0,0.0,18.0,17.0,0.17647058823529413,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.0,0.29411764705882354,0.0,4.0,0.0,0.0,1.0,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0.0
s112104319072,3.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,0.0,0.9999999998333333,0.999999999875,6.0,8.0,0.0,0.0,2.0,0.0,18.0,17.0,0.17647058823529413,0.29411764705882354,0.0,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0,0.35294117647058826,0.0,0.47058823529411764,0.0,0.0,0.0,0.11764705882352941,0.0,3.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
s112104319073,4.0,7.0,3.0,1.0,4.0,5.0,3.0,1.0,8.0,6.0,12.0,2.0,0.571428571387755,0.8571428570816326,2.0,10.0,0.0,0.0,2.0,0.0,18.0,17.0,0.23529411764705882,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.47058823529411764,0.35294117647058826,0.7058823529411765,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,4.0,0.0,0.0,2.0,0.0,0.23529411764705882,0.0,0.0,0.11764705882352941,0.0
s112104319074,4.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,8.0,0.9999999998333333,0.0,6.0,-8.0,2.0,0.0,0.0,0.0,18.0,17.0,0.23529411764705882,0.0,0.0,0.23529411764705882,0.11764705882352941,0.0,0.0,0.23529411764705882,0.35294117647058826,0.0,0.0,0.47058823529411764,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0
s112104319076,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,4.0,2.0,0.9999999998,0.6666666665555555,5.0,2.0,1.0,0.0,0.0,0.0,18.0,17.0,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.29411764705882354,0.0,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
s113104319004,3.0,2.0,0.0,3.0,5.0,0.0,0.0,3.0,8.0,0.0,2.0,6.0,0.999999999875,0.24999999996875,8.0,-4.0,-2.0,0.0,2.0,0.0,18.0,17.0,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.29411764705882354,0.0,0.0,0.17647058823529413,0.47058823529411764,0.0,0.11764705882352941,0.35294117647058826,-0.11764705882352941,0.0,0.11764705882352941,0.0,1.0,0.0,1.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0
s112104326025,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,9.0,6.0,8.0,8.0,0.59999999996,0.49999999996875,3.0,0.0,1.0,0.0,0.0,0.0,24.0,23.0,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.391304347826087,0.2608695652173913,0.34782608695652173,0.34782608695652173,0.043478260869565216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
s112104326026,5.0,2.0,3.0,1.0,5.0,3.0,3.0,0.0,10.0,6.0,5.0,1.0,0.6249999999609375,0.8333333331944445,4.0,4.0,0.0,0.0,-1.0,1.0,24.0,23.0,0.21739130434782608,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.13043478260869565,0.0,0.43478260869565216,0.2608695652173913,0.21739130434782608,0.043478260869565216,0.0,0.0,-0.043478260869565216,0.043478260869565216,2.0,1.0,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0
s112104326027,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,4.0,2.0,0.777777777691358,0.6666666665555555,5.0,2.0,3.0,0.0,0.0,0.0,24.0,23.0,0.21739130434782608,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.30434782608695654,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0
s112104326028,1.0,1.0,3.0,7.0,1.0,1.0,2.0,7.0,2.0,5.0,2.0,14.0,0.2857142856734694,0.1249999999921875,-3.0,-12.0,0.0,1.0,0.0,0.0,24.0,23.0,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.30434782608695654,0.08695652173913043,0.21739130434782608,0.08695652173913043,0.6086956521739131,0.0,0.043478260869565216,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0
s112104326029,0.0,1.0,0.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,0.5714285713469388,0.59999999988,1.0,1.0,-4.0,-3.0,-1.0,0.0,24.0,23.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.08695652173913043,-0.17391304347826086,-0.13043478260869565,-0.043478260869565216,0.0,2.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0
