student_id,qb_code,q_name,school_id,school_name,class
s112011324028,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324030,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324032,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324033,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324034,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324036,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324037,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324038,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324040,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324041,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324042,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324043,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324044,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324045,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324046,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324048,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324049,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324050,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324051,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324052,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324053,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324054,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324055,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324056,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324057,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324058,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324059,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324060,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324061,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324062,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324063,CO01,2024,11324,私立竹林高中附設國中,國二忠
s112011324073,CO01,2024,11324,私立竹林高中附設國中,國二義
s112011324083,CO01,2024,11324,私立竹林高中附設國中,國二義
s112011324094,CO01,2024,11324,私立竹林高中附設國中,國二義
s112011324097,CO01,2024,11324,私立竹林高中附設國中,國二義
s112014302024,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302028,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302030,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302031,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302033,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302034,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302035,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302036,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302037,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302038,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302042,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302043,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302044,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302045,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302046,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302050,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302051,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302054,CO01,2024,14302,市立海山高中附設國中,806.0
s112014302057,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302059,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302060,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302061,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302062,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302063,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302064,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302066,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302067,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302068,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302071,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302072,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302073,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302075,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302076,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302077,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302078,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302079,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302080,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302081,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302084,CO01,2024,14302,市立海山高中附設國中,820.0
s112014302085,CO01,2024,14302,市立海山高中附設國中,820.0
s112014322024,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322025,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322026,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322027,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322028,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322029,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322030,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322031,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322032,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322033,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322034,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322035,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322036,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322039,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322040,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322041,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322042,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322043,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322044,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322045,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322046,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322047,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322048,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322049,CO01,2024,14322,市立樹林高中附設國中,805.0
s112014322052,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322055,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322056,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322057,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322058,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322059,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322060,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322061,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322062,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322063,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322064,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322065,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322066,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322067,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322068,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322069,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322070,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322071,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322072,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322073,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322074,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322075,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322076,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322077,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014322078,CO01,2024,14322,市立樹林高中附設國中,811.0
s112014332025,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332026,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332027,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332028,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332029,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332030,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332031,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332032,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332033,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332034,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332035,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332036,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332037,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332038,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332039,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332040,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332041,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332042,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332044,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332045,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332046,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332047,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332048,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332049,CO01,2024,14332,市立秀峰高中附設國中,805.0
s112014332052,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332053,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332054,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332055,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332056,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332058,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332059,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332060,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332061,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332062,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332063,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332064,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332065,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332066,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332068,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332069,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332070,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332071,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332072,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332073,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332075,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332076,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332077,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332078,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332079,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332080,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332081,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014332082,CO01,2024,14332,市立秀峰高中附設國中,811.0
s112014356024,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356025,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356026,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356027,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356028,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356029,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356030,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356031,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356032,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356033,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356034,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356036,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356037,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356038,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356039,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356040,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356041,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356042,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356043,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356044,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356045,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356046,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356047,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356048,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356049,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356050,CO01,2024,14356,市立清水高中附設國中,801.0
s112014356057,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356059,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356061,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356065,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356066,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356071,CO01,2024,14356,市立清水高中附設國中,806.0
s112014356073,CO01,2024,14356,市立清水高中附設國中,806.0
s112014364024,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364025,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364026,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364027,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364028,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364029,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364030,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364031,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364032,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364033,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364034,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364035,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364036,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364037,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364040,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364041,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364042,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364043,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364044,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364045,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364046,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364047,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364048,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364049,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364050,CO01,2024,14364,市立竹圍高中附設國中,802.0
s112014364053,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364054,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364055,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364058,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364059,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364060,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364061,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364062,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364063,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364065,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364066,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364067,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364068,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364069,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364070,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364071,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364073,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364074,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364075,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364076,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364077,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364079,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014364080,CO01,2024,14364,市立竹圍高中附設國中,806.0
s112014505024,CO01,2024,14505,市立中山國中,814.0
s112014505025,CO01,2024,14505,市立中山國中,814.0
s112014505026,CO01,2024,14505,市立中山國中,814.0
s112014505028,CO01,2024,14505,市立中山國中,814.0
s112014505029,CO01,2024,14505,市立中山國中,814.0
s112014505030,CO01,2024,14505,市立中山國中,814.0
s112014505031,CO01,2024,14505,市立中山國中,814.0
s112014505032,CO01,2024,14505,市立中山國中,814.0
s112014505034,CO01,2024,14505,市立中山國中,814.0
s112014505035,CO01,2024,14505,市立中山國中,814.0
s112014505036,CO01,2024,14505,市立中山國中,814.0
s112014505037,CO01,2024,14505,市立中山國中,814.0
s112014505038,CO01,2024,14505,市立中山國中,814.0
s112014505039,CO01,2024,14505,市立中山國中,814.0
s112014505040,CO01,2024,14505,市立中山國中,814.0
s112014505042,CO01,2024,14505,市立中山國中,814.0
s112014505043,CO01,2024,14505,市立中山國中,814.0
s112014505045,CO01,2024,14505,市立中山國中,814.0
s112014505047,CO01,2024,14505,市立中山國中,814.0
s112014505048,CO01,2024,14505,市立中山國中,814.0
s112014505051,CO01,2024,14505,市立中山國中,814.0
s112014505052,CO01,2024,14505,市立中山國中,814.0
s112014505053,CO01,2024,14505,市立中山國中,814.0
s112014505054,CO01,2024,14505,市立中山國中,814.0
s112014505055,CO01,2024,14505,市立中山國中,814.0
s112014505059,CO01,2024,14505,市立中山國中,829.0
s112014505060,CO01,2024,14505,市立中山國中,829.0
s112014505062,CO01,2024,14505,市立中山國中,829.0
s112014505063,CO01,2024,14505,市立中山國中,829.0
s112014505064,CO01,2024,14505,市立中山國中,829.0
s112014505065,CO01,2024,14505,市立中山國中,829.0
s112014505066,CO01,2024,14505,市立中山國中,829.0
s112014505067,CO01,2024,14505,市立中山國中,829.0
s112014505069,CO01,2024,14505,市立中山國中,829.0
s112014505070,CO01,2024,14505,市立中山國中,829.0
s112014505071,CO01,2024,14505,市立中山國中,829.0
s112014505072,CO01,2024,14505,市立中山國中,829.0
s112014505073,CO01,2024,14505,市立中山國中,829.0
s112014505074,CO01,2024,14505,市立中山國中,829.0
s112014505076,CO01,2024,14505,市立中山國中,829.0
s112014505077,CO01,2024,14505,市立中山國中,829.0
s112014505078,CO01,2024,14505,市立中山國中,829.0
s112014505079,CO01,2024,14505,市立中山國中,829.0
s112014505080,CO01,2024,14505,市立中山國中,829.0
s112014505081,CO01,2024,14505,市立中山國中,829.0
s112014505083,CO01,2024,14505,市立中山國中,829.0
s112014505084,CO01,2024,14505,市立中山國中,829.0
s112014505085,CO01,2024,14505,市立中山國中,829.0
s112014505086,CO01,2024,14505,市立中山國中,829.0
s112014509024,CO01,2024,14509,市立福營國中,807.0
s112014509025,CO01,2024,14509,市立福營國中,807.0
s112014509026,CO01,2024,14509,市立福營國中,807.0
s112014509028,CO01,2024,14509,市立福營國中,807.0
s112014509029,CO01,2024,14509,市立福營國中,807.0
s112014509030,CO01,2024,14509,市立福營國中,807.0
s112014509031,CO01,2024,14509,市立福營國中,807.0
s112014509032,CO01,2024,14509,市立福營國中,807.0
s112014509033,CO01,2024,14509,市立福營國中,807.0
s112014509034,CO01,2024,14509,市立福營國中,807.0
s112014509035,CO01,2024,14509,市立福營國中,807.0
s112014509036,CO01,2024,14509,市立福營國中,807.0
s112014509037,CO01,2024,14509,市立福營國中,807.0
s112014509038,CO01,2024,14509,市立福營國中,807.0
s112014509042,CO01,2024,14509,市立福營國中,807.0
s112014509043,CO01,2024,14509,市立福營國中,807.0
s112014509044,CO01,2024,14509,市立福營國中,807.0
s112014509045,CO01,2024,14509,市立福營國中,807.0
s112014509046,CO01,2024,14509,市立福營國中,807.0
s112014509047,CO01,2024,14509,市立福營國中,807.0
s112014509048,CO01,2024,14509,市立福營國中,807.0
s112014509050,CO01,2024,14509,市立福營國中,807.0
s112014509055,CO01,2024,14509,市立福營國中,815.0
s112014509056,CO01,2024,14509,市立福營國中,815.0
s112014509057,CO01,2024,14509,市立福營國中,815.0
s112014509058,CO01,2024,14509,市立福營國中,815.0
s112014509060,CO01,2024,14509,市立福營國中,815.0
s112014509061,CO01,2024,14509,市立福營國中,815.0
s112014509062,CO01,2024,14509,市立福營國中,815.0
s112014509063,CO01,2024,14509,市立福營國中,815.0
s112014509064,CO01,2024,14509,市立福營國中,815.0
s112014509065,CO01,2024,14509,市立福營國中,815.0
s112014509066,CO01,2024,14509,市立福營國中,815.0
s112014509067,CO01,2024,14509,市立福營國中,815.0
s112014509069,CO01,2024,14509,市立福營國中,815.0
s112014509070,CO01,2024,14509,市立福營國中,815.0
s112014509071,CO01,2024,14509,市立福營國中,815.0
s112014509072,CO01,2024,14509,市立福營國中,815.0
s112014509073,CO01,2024,14509,市立福營國中,815.0
s112014509074,CO01,2024,14509,市立福營國中,815.0
s112014509075,CO01,2024,14509,市立福營國中,815.0
s112014509076,CO01,2024,14509,市立福營國中,815.0
s112014509077,CO01,2024,14509,市立福營國中,815.0
s112014509078,CO01,2024,14509,市立福營國中,815.0
s112014510024,CO01,2024,14510,市立頭前國中,801.0
s112014510025,CO01,2024,14510,市立頭前國中,801.0
s112014510026,CO01,2024,14510,市立頭前國中,801.0
s112014510030,CO01,2024,14510,市立頭前國中,801.0
s112014510031,CO01,2024,14510,市立頭前國中,801.0
s112014510032,CO01,2024,14510,市立頭前國中,801.0
s112014510033,CO01,2024,14510,市立頭前國中,801.0
s112014510034,CO01,2024,14510,市立頭前國中,801.0
s112014510035,CO01,2024,14510,市立頭前國中,801.0
s112014510037,CO01,2024,14510,市立頭前國中,801.0
s112014510038,CO01,2024,14510,市立頭前國中,801.0
s112014510039,CO01,2024,14510,市立頭前國中,801.0
s112014510040,CO01,2024,14510,市立頭前國中,801.0
s112014510041,CO01,2024,14510,市立頭前國中,801.0
s112014510043,CO01,2024,14510,市立頭前國中,801.0
s112014510044,CO01,2024,14510,市立頭前國中,801.0
s112014510045,CO01,2024,14510,市立頭前國中,801.0
s112014510046,CO01,2024,14510,市立頭前國中,801.0
s112014510047,CO01,2024,14510,市立頭前國中,801.0
s112014510049,CO01,2024,14510,市立頭前國中,801.0
s112014510053,CO01,2024,14510,市立頭前國中,806.0
