Item,Correlation,Abs_Correlation
33-2,0.11357943741445535,0.11357943741445535
26-4,-0.11298485141316231,0.11298485141316231
39_1,0.1120703101017181,0.1120703101017181
53-19,-0.11143704839452057,0.11143704839452057
5-9,0.11057249103297946,0.11057249103297946
28-4,0.10837610709455525,0.10837610709455525
39_8,0.10828080599134116,0.10828080599134116
27-3,0.10824588112411274,0.10824588112411274
38-7,0.10807018713494672,0.10807018713494672
26-8,0.10721528127935907,0.10721528127935907
60-3,-0.10713577691445975,0.10713577691445975
27-5,0.10620480489601263,0.10620480489601263
62-3,0.1060516724361787,0.1060516724361787
38-2,0.10603265326122219,0.10603265326122219
53-15,-0.10601589103195742,0.10601589103195742
23-7,0.105534259488682,0.105534259488682
24-7,0.10449847336389534,0.10449847336389534
33-5,0.10348109584984247,0.10348109584984247
38-3,0.10340045552139424,0.10340045552139424
25-3,0.10322857233983446,0.10322857233983446
38-9,0.10305908665832261,0.10305908665832261
33-6,0.10287178553593135,0.10287178553593135
26-9,0.10222677342238451,0.10222677342238451
27-1,0.1000478418662283,0.1000478418662283
31-6,0.09942545654658881,0.09942545654658881
19-1_4,-0.09668363224157883,0.09668363224157883
41,0.09667906795884773,0.09667906795884773
39_10,0.09498673127594752,0.09498673127594752
24-6,0.09466062898985847,0.09466062898985847
19-1_12,0.09370700177017176,0.09370700177017176
27-4,0.09370265764215462,0.09370265764215462
27-6,0.09369166218236956,0.09369166218236956
24-1,0.09316090504826419,0.09316090504826419
6-2,-0.093101342528881,0.093101342528881
_______點_______分,-0.0905278732700963,0.0905278732700963
____小時.1,0.09022358060679862,0.09022358060679862
____小時,0.08918726114871708,0.08918726114871708
53-18,-0.08896288140810804,0.08896288140810804
39,0.0887479973502477,0.0887479973502477
33-3,0.08850182281130714,0.08850182281130714
61-7,-0.08687952568080189,0.08687952568080189
39_12,0.0861247169099569,0.0861247169099569
24-4,0.08597197490784056,0.08597197490784056
43-1,0.0816218514819286,0.0816218514819286
39_2,0.08157460780021182,0.08157460780021182
65,-0.08069873901378535,0.08069873901378535
19-2_4,-0.08038886249100673,0.08038886249100673
19-2_5,-0.07979208665821685,0.07979208665821685
19-1_3,-0.0791407519160623,0.0791407519160623
25-1,0.07888562676117886,0.07888562676117886
11-3,-0.07855518819086589,0.07855518819086589
19-1_5,-0.07742753371173454,0.07742753371173454
43-4,0.07568868429427202,0.07568868429427202
19-1_6,-0.0754702302560268,0.0754702302560268
53-17,-0.07450079450454729,0.07450079450454729
39_3,0.07419581246321683,0.07419581246321683
44-10,-0.07261872364783731,0.07261872364783731
39_11,0.0718261316559918,0.0718261316559918
10-1_5,0.07149394096067373,0.07149394096067373
11-8,-0.07092745882840538,0.07092745882840538
19-2_9,0.0693740233827053,0.0693740233827053
18,-0.06924755916406009,0.06924755916406009
39_5,0.06845487351240774,0.06845487351240774
26-3,0.06740057604291932,0.06740057604291932
12-10,-0.06666668079470942,0.06666668079470942
44-11,-0.0663337559661702,0.0663337559661702
11-4,-0.06604759705025758,0.06604759705025758
19-2_6,-0.06551938814760525,0.06551938814760525
39_7,0.06419831962593689,0.06419831962593689
23-1,-0.06360473557799957,0.06360473557799957
39_9,0.06272391750077519,0.06272391750077519
39_4,0.06175711522861798,0.06175711522861798
44-9,-0.06125169459334905,0.06125169459334905
11-7,-0.06051653166136056,0.06051653166136056
42_6,0.05975860291887887,0.05975860291887887
19-2_10,0.0595629875553174,0.0595629875553174
39_6,0.059544805886801305,0.059544805886801305
62-1,0.058426837947932984,0.058426837947932984
44-5,-0.0572835517752051,0.0572835517752051
26-2,0.05616138473835767,0.05616138473835767
44-8,-0.05266083938191622,0.05266083938191622
44-4,-0.0514302937265061,0.0514302937265061
25-6,0.05093133298193275,0.05093133298193275
62-2,0.05055401227857505,0.05055401227857505
12-6,0.0499397561795915,0.0499397561795915
8-2_3,0.04961220910799435,0.04961220910799435
53-14,-0.04903697635817069,0.04903697635817069
66,-0.0478271928437241,0.0478271928437241
_______分.2,0.04777338552244175,0.04777338552244175
23-6,0.047623090810928984,0.047623090810928984
14-1_2,0.04739166306100265,0.04739166306100265
19-2_3,-0.04619706474071181,0.04619706474071181
40-1,-0.04566527295312253,0.04566527295312253
19-2_8,0.0446557542190077,0.0446557542190077
11-5,-0.044213485916525304,0.044213485916525304
8-4_3,0.043734144262675606,0.043734144262675606
44-3,-0.04371263789287294,0.04371263789287294
61-4,0.042990669314346884,0.042990669314346884
下午_______點,0.04225780245482678,0.04225780245482678
14,-0.042097554879384574,0.042097554879384574
____分鐘,0.042058827678972746,0.042058827678972746
19-1_10,0.04091155535178935,0.04091155535178935
24-3,0.04037946083608116,0.04037946083608116
19-2_1,0.03978526823227991,0.03978526823227991
24-5,0.03824670364538955,0.03824670364538955
61-9,-0.03792918220202973,0.03792918220202973
46-4,0.037919386251997006,0.037919386251997006
____分鐘.1,0.037774701453987605,0.037774701453987605
14-1_4,0.03712514774461678,0.03712514774461678
10-1_7,0.036908446367048396,0.036908446367048396
42_1,0.036745344321758126,0.036745344321758126
____分鐘.2,0.03672295450983833,0.03672295450983833
14-1_3,0.03667311712546068,0.03667311712546068
47_6,-0.036414246288949986,0.036414246288949986
14-1_6,0.03638195210062466,0.03638195210062466
____小時.2,0.036281247243067284,0.036281247243067284
19-1_9,0.03577298073658103,0.03577298073658103
46-2,0.035263962374047,0.035263962374047
10-1_6,0.0342368628839265,0.0342368628839265
8-4_1,0.03382218422288976,0.03382218422288976
8-2_2,0.033341885342788986,0.033341885342788986
8-4_2,0.033042843783530666,0.033042843783530666
8-4_4,0.032783585872022375,0.032783585872022375
53-3,-0.03272853394506586,0.03272853394506586
19-2_2,0.03184574993292767,0.03184574993292767
61-5,0.03124478835870743,0.03124478835870743
40-8,-0.030826305861881925,0.030826305861881925
44-2,-0.03074892215385842,0.03074892215385842
7,0.030738555175717063,0.030738555175717063
8-4,0.030721517123173548,0.030721517123173548
26-1,0.030320492630271735,0.030320492630271735
14-1_1,0.030246444869921122,0.030246444869921122
47_2,-0.03015107035904449,0.03015107035904449
17,-0.029864832268363672,0.029864832268363672
_______分.5,0.029187001607862043,0.029187001607862043
23-8,0.028959087888649104,0.028959087888649104
61-6,0.028858023115856415,0.028858023115856415
14-1,-0.028411539001228725,0.028411539001228725
47_4,-0.027709821125973987,0.027709821125973987
12-3,0.027579497226923735,0.027579497226923735
_______點_______分.3,-0.02721961185809909,0.02721961185809909
10-1_4,0.027210151771096414,0.027210151771096414
_______分.1,0.026969516793979305,0.026969516793979305
12-8,0.02690290836973134,0.02690290836973134
12-2,0.02681917689524127,0.02681917689524127
8-2_4,0.026631252169891664,0.026631252169891664
12-4,0.025773283827616195,0.025773283827616195
23-2,-0.025628328417592102,0.025628328417592102
12-5,0.0256199398344344,0.0256199398344344
46-1,0.025521616403118424,0.025521616403118424
14-1_5,0.025437151134438177,0.025437151134438177
40-2,-0.024594253443354034,0.024594253443354034
19-1_1,0.023762753312934277,0.023762753312934277
10-1_3,0.023535930640822787,0.023535930640822787
46-6,0.023401267811682055,0.023401267811682055
44-7,-0.022564319126058656,0.022564319126058656
46-5,0.022324768556916792,0.022324768556916792
47_7,-0.022095336170825357,0.022095336170825357
10-1_2,0.021948780352385365,0.021948780352385365
8-3_1,0.021894985859922417,0.021894985859922417
40-6,0.021842395597320954,0.021842395597320954
23-9,0.020974655070763792,0.020974655070763792
12-1,-0.020702091097776223,0.020702091097776223
42_3,0.020548832279942822,0.020548832279942822
_______分.3,-0.020379423904115873,0.020379423904115873
8-2_1,0.02016698259705806,0.02016698259705806
42,0.020011976052372052,0.020011976052372052
19-2_7,0.019839181708556867,0.019839181708556867
8-2,0.018850323084958834,0.018850323084958834
24-2,0.018791534939377016,0.018791534939377016
46-3,0.018565807673126922,0.018565807673126922
40-9,-0.018403297872492817,0.018403297872492817
42_4,0.018343990494693194,0.018343990494693194
10-1_1,-0.017847843094082997,0.017847843094082997
9,-0.017831346488093452,0.017831346488093452
19-1_2,0.0177239178633029,0.0177239178633029
19-1_8,0.01679185613226462,0.01679185613226462
47_1,-0.016759710844950426,0.016759710844950426
46-7,0.016461362311501547,0.016461362311501547
8-3_2,0.015525931303560928,0.015525931303560928
61-8,-0.01498385238336413,0.01498385238336413
15,0.013936775810068252,0.013936775810068252
8-1_2,0.01389648692958961,0.01389648692958961
47,-0.013562250852973651,0.013562250852973651
10,-0.013503870780667783,0.013503870780667783
19-1_7,-0.01329992746252378,0.01329992746252378
40-3,-0.013041122667959563,0.013041122667959563
8-3_4,-0.012845957727781649,0.012845957727781649
5-7,-0.012686958511937711,0.012686958511937711
47_5,-0.012536843455999662,0.012536843455999662
40-5,-0.012098334728204962,0.012098334728204962
25-5,0.011980080038917517,0.011980080038917517
8-1_1,0.011917676694492318,0.011917676694492318
23-3,-0.011241795868546067,0.011241795868546067
23-4,-0.010385647522979288,0.010385647522979288
_______分,0.010097399683172295,0.010097399683172295
8-3,0.009702895944331873,0.009702895944331873
8-1_4,-0.008625741083022323,0.008625741083022323
53-2,0.008332344789867666,0.008332344789867666
25-4,0.008079568361684017,0.008079568361684017
_______分.4,0.00773608304184333,0.00773608304184333
45,-0.007692342741802211,0.007692342741802211
23-5,-0.006949992571181911,0.006949992571181911
44-1,-0.00677620998746992,0.00677620998746992
_______點_______分.1,0.00573117892403592,0.00573117892403592
44-6,-0.0055771977367287074,0.0055771977367287074
上午_______點,-0.004489240669944402,0.004489240669944402
8-1,0.004257050453718773,0.004257050453718773
12-9,-0.004011717957201315,0.004011717957201315
40-4,-0.003870501152298321,0.003870501152298321
40-7,-0.002820518054899838,0.002820518054899838
16,0.0026936232763783616,0.0026936232763783616
53-1,0.0026256900891830017,0.0026256900891830017
8-3_3,0.0020428602866985296,0.0020428602866985296
8-1_3,-0.0017338067391282257,0.0017338067391282257
42_2,0.001569147736202349,0.001569147736202349
12-7,0.0014882191950190875,0.0014882191950190875
25-0,-0.0008978219671588282,0.0008978219671588282
10-1,0.000646474404855452,0.000646474404855452
47_3,-0.00012040500062886645,0.00012040500062886645
3,,
19-1,,
19-2,,
41-1,,
58-1,,
58-2,,
58-3,,
58-4,,
